id;usuarioId;nome;categoria;quantidade;valor;dataValidade;observacoes
2463;3;Salmao grelhado ao molho barbecue 2441;Almoço;2948;390.6;18/10/2028;Lote 2441, preparo especial com arroz branco e feijao
2464;3;Frango xadrez com cebola caramelizada 2442;Almoço;705;358.71;27/11/2026;Lote 2442, preparo tradicional com batata-doce assada
2465;3;Lentilha refogada com alho e limao 2443;Jantar;3816;249.91;21/01/2026;Lote 2443, preparo especial com arroz integral e brocolis
2466;3;Cogumelos salteados com cebola caramelizada 2444;Jantar;4128;136.82;08/08/2026;Lote 2444, preparo executiva com arroz branco e feijao
2467;3;Frango desfiado com curry suave 2445;Vegetariana;3078;193.25;20/04/2026;Lote 2445, preparo executiva com arroz de couve-flor
2468;3;Frango ao curry com curry suave 2446;Jantar;2341;641.64;11/09/2027;Lote 2446, preparo tradicional com macarrao integral
2469;3;Atum com ervas ao molho de ervas 2447;Almoço;4324;314.42;05/02/2027;Lote 2447, preparo artesanal com feijao tropeiro
2470;3;Costela desfiada ao molho madeira 2448;Jantar;49;182.58;14/12/2026;Lote 2448, preparo executiva com arroz com lentilha
2471;3;Frango desfiado com paprica defumada 2449;Almoço;2724;363.54;11/05/2027;Lote 2449, preparo premium com farofa e vinagrete
2472;3;Frango xadrez com curry suave 2450;Vegetariana;2857;74.09;17/05/2027;Lote 2450, preparo premium com arroz com lentilha
2473;3;Frango desfiado com paprica defumada 2451;Jantar;1847;198.37;31/07/2028;Lote 2451, preparo especial com farofa e vinagrete
2474;3;Salmao grelhado ao molho de mostarda 2452;Almoço;2733;933.75;05/03/2028;Lote 2452, preparo caseira com cuscuz marroquino
2475;3;Frango xadrez ao molho de mostarda 2453;Vegetariana;2909;739.49;11/11/2027;Lote 2453, preparo caseira com farofa e vinagrete
2476;3;Cogumelos salteados ao molho de mostarda 2454;Almoço;2034;719.82;08/05/2028;Lote 2454, preparo tradicional com feijao tropeiro
2477;3;Frango ao curry ao molho agridoce 2455;Almoço;2450;17.26;27/11/2026;Lote 2455, preparo premium com farofa e vinagrete
2478;3;Pernil assado ao molho de mostarda 2456;Almoço;3597;193.77;06/01/2027;Lote 2456, preparo leve com pure de mandioca e couve
2479;3;Omelete de legumes ao molho de mostarda 2457;Almoço;1327;179.13;19/05/2028;Lote 2457, preparo fit com pure de batata e cenoura
2480;3;Almondegas ao molho agridoce 2458;Almoço;3388;421.34;05/06/2026;Lote 2458, preparo artesanal com arroz integral e brocolis
2481;3;Frango assado ao molho agridoce 2459;Jantar;3433;364.85;11/06/2027;Lote 2459, preparo leve com farofa e vinagrete
2482;3;Frango assado ao molho de tomate 2460;Vegetariana;4620;666.02;09/04/2028;Lote 2460, preparo especial com cuscuz marroquino
2483;3;Cogumelos salteados com curry suave 2461;Jantar;4488;694.77;16/12/2027;Lote 2461, preparo executiva com batata-doce assada
2484;3;Tilapia assada com cebola caramelizada 2462;Almoço;4763;16.09;05/01/2026;Lote 2462, preparo executiva com arroz branco e feijao
2485;3;Cogumelos salteados com paprica defumada 2463;Almoço;4993;987.11;27/06/2025;Lote 2463, preparo artesanal com legumes no vapor
2486;3;Cogumelos salteados com alho e limao 2464;Almoço;3444;739.57;10/08/2026;Lote 2464, preparo leve com quinoa com legumes
2487;3;Bife acebolado com cebola caramelizada 2465;Vegetariana;4700;748.28;15/11/2028;Lote 2465, preparo executiva com pure de mandioca e couve
2488;3;Pernil assado com cebola caramelizada 2466;Almoço;1479;766.84;24/02/2026;Lote 2466, preparo caseira com legumes no vapor
2489;3;Lentilha refogada com alho e limao 2467;Almoço;4120;751.49;27/02/2027;Lote 2467, preparo tradicional com arroz de couve-flor
2490;3;Frango grelhado com paprica defumada 2468;Vegetariana;3271;154.04;07/10/2027;Lote 2468, preparo caseira com arroz de couve-flor
2491;3;Frango desfiado ao molho de tomate 2469;Jantar;4488;296.78;30/01/2025;Lote 2469, preparo tradicional com feijao tropeiro
2492;3;Grao-de-bico ao molho de mostarda 2470;Jantar;3068;603.9;24/10/2025;Lote 2470, preparo artesanal com cuscuz marroquino
2493;3;Atum com ervas com cebola caramelizada 2471;Jantar;1423;730.28;21/03/2026;Lote 2471, preparo caseira com cuscuz marroquino
2494;3;Tilapia assada com cebola caramelizada 2472;Jantar;4187;908.18;09/02/2026;Lote 2472, preparo caseira com pure de batata e cenoura
2495;3;Frango assado ao molho madeira 2473;Vegetariana;2262;627.32;18/05/2026;Lote 2473, preparo caseira com farofa e vinagrete
2496;3;Lombo suino ao molho agridoce 2474;Jantar;852;14.95;31/07/2027;Lote 2474, preparo executiva com arroz integral e brocolis
2497;3;Tilapia assada ao molho branco 2475;Jantar;2847;526.08;12/03/2027;Lote 2475, preparo tradicional com feijao tropeiro
2498;3;Almondegas com paprica defumada 2476;Vegetariana;3806;940.22;05/09/2026;Lote 2476, preparo leve com arroz com lentilha
2499;3;Frango grelhado com cebola caramelizada 2477;Almoço;4316;177.5;23/01/2027;Lote 2477, preparo fit com macarrao integral
2500;3;Frango xadrez ao molho branco 2478;Jantar;4878;807.6;05/03/2027;Lote 2478, preparo especial com quinoa com legumes
2501;3;Bife acebolado ao molho barbecue 2479;Vegetariana;4484;105.66;19/09/2027;Lote 2479, preparo executiva com polenta cremosa
2502;3;Atum com ervas ao molho barbecue 2480;Almoço;1380;246.5;04/08/2026;Lote 2480, preparo premium com polenta cremosa
2503;3;Bife acebolado ao molho branco 2481;Almoço;4498;722.9;13/03/2027;Lote 2481, preparo executiva com quinoa com legumes
2504;3;Salmao grelhado ao molho branco 2482;Almoço;4981;123.59;28/11/2028;Lote 2482, preparo leve com pure de batata e cenoura
2505;3;Frango ao curry com cebola caramelizada 2483;Almoço;4921;752.45;22/06/2025;Lote 2483, preparo tradicional com macarrao integral
2506;3;Pernil assado com cebola caramelizada 2484;Jantar;762;549.21;21/01/2027;Lote 2484, preparo artesanal com quinoa com legumes
2507;3;Frango xadrez ao molho barbecue 2485;Almoço;4104;751.08;05/02/2027;Lote 2485, preparo premium com arroz de couve-flor
2508;3;Lentilha refogada com alho e limao 2486;Vegetariana;1995;241.45;05/08/2026;Lote 2486, preparo caseira com arroz de couve-flor
2509;3;Lombo suino com cebola caramelizada 2487;Almoço;839;986.87;07/09/2027;Lote 2487, preparo premium com pure de mandioca e couve
2510;3;Omelete de legumes com curry suave 2488;Jantar;3853;767.56;06/10/2025;Lote 2488, preparo leve com farofa e vinagrete
2511;3;Tofu grelhado ao molho madeira 2489;Jantar;857;850.28;12/04/2028;Lote 2489, preparo tradicional com batata-doce assada
2512;3;Grao-de-bico ao molho de ervas 2490;Vegetariana;1358;229.49;09/11/2026;Lote 2490, preparo leve com arroz integral e brocolis
2513;3;Carne de panela com curry suave 2491;Almoço;2812;466.85;10/07/2028;Lote 2491, preparo executiva com polenta cremosa
2514;3;Almondegas ao molho de ervas 2492;Vegetariana;2446;745.08;20/12/2026;Lote 2492, preparo tradicional com quinoa com legumes
2515;3;Pernil assado com alho e limao 2493;Almoço;2016;420.14;11/06/2025;Lote 2493, preparo leve com arroz integral e brocolis
2516;3;Pernil assado com paprica defumada 2494;Vegetariana;2650;433.5;21/07/2027;Lote 2494, preparo fit com quinoa com legumes
2517;3;Cogumelos salteados ao molho barbecue 2495;Vegetariana;4509;255.39;13/05/2027;Lote 2495, preparo executiva com arroz branco e feijao
2518;3;Carne de panela com alho e limao 2496;Vegetariana;2584;65.31;10/01/2025;Lote 2496, preparo caseira com polenta cremosa
2519;3;Picadinho bovino com curry suave 2497;Almoço;2968;85.12;12/09/2028;Lote 2497, preparo premium com batata-doce assada
2520;3;Tilapia assada com curry suave 2498;Jantar;4820;288.1;12/02/2028;Lote 2498, preparo fit com cuscuz marroquino
2521;3;Frango xadrez ao molho branco 2499;Almoço;4752;30.21;05/04/2026;Lote 2499, preparo artesanal com pure de batata e cenoura
2522;3;Omelete de legumes com cebola caramelizada 2500;Almoço;1838;925.97;24/08/2026;Lote 2500, preparo especial com macarrao integral
2523;3;Omelete recheado com molho de mostarda 02501;Almoço;10538;482.47;01/11/2031;Lote massivo 02501, menu artesanal com cuscuz marroquino
2524;3;Panqueca refogado com molho de laranja 02502;Jantar;13516;623.86;15/10/2025;Lote massivo 02502, menu artesanal com arroz branco e feijao
2525;3;Lombo suino recheado com molho agridoce 02503;Almoço;24401;148.38;16/05/2029;Lote massivo 02503, menu fit com arroz de couve-flor
2526;3;Atum empanado com molho de tomate 02504;Almoço;24805;1904.67;26/11/2025;Lote massivo 02504, menu especial com arroz vermelho
2527;3;Carne bovina desfiado com molho de mostarda 02505;Vegetariana;21595;1612.96;09/01/2026;Lote massivo 02505, menu economico com farofa e vinagrete
2528;3;Abobora com ervas com molho agridoce 02506;Almoço;4792;1757.04;01/02/2026;Lote massivo 02506, menu fit com quinoa e legumes
2529;3;Tilapia com legumes com molho de mostarda 02507;Vegetariana;139;982.0;14/06/2031;Lote massivo 02507, menu fit com farofa e vinagrete
2530;3;Grao-de-bico com legumes com cebola caramelizada 02508;Almoço;4707;1782.13;04/02/2028;Lote massivo 02508, menu economico com salada de graos
2531;3;Almondegas picante com molho de laranja 02509;Almoço;11247;674.73;11/07/2028;Lote massivo 02509, menu caseiro com salada de graos
2532;3;Lombo suino assado com molho de tomate 02510;Vegetariana;7159;408.39;20/11/2030;Lote massivo 02510, menu executivo com arroz com lentilha
2533;3;Escondidinho xadrez com alho e limao 02511;Almoço;15755;1455.94;26/02/2025;Lote massivo 02511, menu tradicional com macarrao integral
2534;3;Almondegas ao curry com molho de ervas 02512;Jantar;7727;1998.12;29/12/2026;Lote massivo 02512, menu economico com macarrao integral
2535;3;Tilapia com legumes com curry suave 02513;Jantar;13234;200.79;22/01/2025;Lote massivo 02513, menu executivo com cuscuz marroquino
2536;3;Berinjela xadrez com molho agridoce 02514;Almoço;11608;1796.33;14/09/2026;Lote massivo 02514, menu executivo com cuscuz marroquino
2537;3;Tilapia picante com molho agridoce 02515;Vegetariana;5103;615.63;08/03/2024;Lote massivo 02515, menu premium com farofa e vinagrete
2538;3;Salmao assado com molho agridoce 02516;Jantar;22288;1738.73;14/01/2029;Lote massivo 02516, menu caseiro com legumes no vapor
2539;3;Omelete acebolado com molho de tomate 02517;Vegetariana;9336;2280.75;17/12/2025;Lote massivo 02517, menu especial com arroz de couve-flor
2540;3;Feijao cozido com molho de mostarda 02518;Vegetariana;5423;305.82;01/03/2026;Lote massivo 02518, menu artesanal com macarrao integral
2541;3;Costela recheado com molho de mostarda 02519;Almoço;583;1477.8;28/06/2029;Lote massivo 02519, menu proteico com legumes no vapor
2542;3;Carne bovina desfiado com cebola caramelizada 02520;Vegetariana;17405;194.48;13/08/2027;Lote massivo 02520, menu artesanal com tabule
2543;3;Almondegas ao vapor com molho agridoce 02521;Almoço;5782;404.96;22/06/2027;Lote massivo 02521, menu proteico com arroz branco e feijao
2544;3;Risoto cozido com molho barbecue 02522;Vegetariana;19295;734.59;23/07/2026;Lote massivo 02522, menu fit com cuscuz marroquino
2545;3;Frango picante com molho agridoce 02523;Almoço;16594;2015.62;05/05/2025;Lote massivo 02523, menu executivo com feijao tropeiro
2546;3;Berinjela desfiado com molho de laranja 02524;Jantar;3087;79.39;10/01/2028;Lote massivo 02524, menu tradicional com macarrao integral
2547;3;Nhoque com ervas com molho branco 02525;Jantar;11234;827.91;13/01/2029;Lote massivo 02525, menu especial com arroz com lentilha
2548;3;Lasanha gratinado com alho e limao 02526;Almoço;13507;336.62;20/09/2030;Lote massivo 02526, menu especial com arroz com lentilha
2549;3;Almondegas assado com molho branco 02527;Almoço;9538;669.13;18/04/2025;Lote massivo 02527, menu premium com arroz vermelho
2550;3;Almondegas com ervas com molho agridoce 02528;Jantar;4797;1935.03;24/11/2030;Lote massivo 02528, menu proteico com abobora e vagem
2551;3;Carne bovina refogado com molho branco 02529;Almoço;16325;980.3;15/06/2028;Lote massivo 02529, menu proteico com polenta cremosa
2552;3;Costela gratinado com molho de ervas 02530;Vegetariana;3180;1634.28;05/06/2027;Lote massivo 02530, menu fit com arroz vermelho
2553;3;Frango acebolado com cebola caramelizada 02531;Jantar;14398;1387.17;06/02/2026;Lote massivo 02531, menu leve com cuscuz marroquino
2554;3;Feijao cozido com molho barbecue 02532;Almoço;1980;1714.55;01/01/2025;Lote massivo 02532, menu fit com farofa e vinagrete
2555;3;Salmao ao vapor com molho de tomate 02533;Vegetariana;24762;2398.38;18/01/2024;Lote massivo 02533, menu premium com arroz vermelho
2556;3;Grao-de-bico grelhado com molho de ervas 02534;Jantar;22574;1021.57;02/03/2028;Lote massivo 02534, menu proteico com cuscuz marroquino
2557;3;Pernil a parmegiana com molho agridoce 02535;Jantar;7869;707.77;22/07/2029;Lote massivo 02535, menu tradicional com legumes no vapor
2558;3;Costela empanado com molho de mostarda 02536;Almoço;5649;1642.51;12/07/2030;Lote massivo 02536, menu tradicional com arroz branco e feijao
2559;3;Lentilha desfiado com curry suave 02537;Vegetariana;10995;693.81;10/09/2028;Lote massivo 02537, menu proteico com arroz vermelho
2560;3;Escondidinho acebolado com molho de laranja 02538;Jantar;3461;639.25;01/06/2024;Lote massivo 02538, menu caseiro com tabule
2561;3;Panqueca picante com molho de ervas 02539;Vegetariana;23055;1858.92;16/04/2030;Lote massivo 02539, menu economico com cuscuz marroquino
2562;3;Tofu empanado com molho de laranja 02540;Almoço;38;1863.79;21/10/2025;Lote massivo 02540, menu leve com arroz de couve-flor
2563;3;Risoto gratinado com paprica defumada 02541;Jantar;4444;44.92;09/11/2028;Lote massivo 02541, menu leve com arroz com lentilha
2564;3;Abobora empanado com curry suave 02542;Jantar;17557;1038.9;16/04/2029;Lote massivo 02542, menu caseiro com pure de mandioca
2565;3;Abobora refogado com molho de laranja 02543;Jantar;15731;901.88;29/06/2027;Lote massivo 02543, menu proteico com polenta cremosa
2566;3;Costela com ervas com molho madeira 02544;Almoço;23312;370.33;06/06/2031;Lote massivo 02544, menu proteico com tabule
2567;3;Costela desfiado com molho de laranja 02545;Jantar;287;2229.39;11/07/2028;Lote massivo 02545, menu artesanal com macarrao integral
2568;3;Salmao a parmegiana com molho de tomate 02546;Vegetariana;8014;2124.93;03/09/2028;Lote massivo 02546, menu fit com feijao tropeiro
2569;3;Escondidinho cozido com paprica defumada 02547;Jantar;7165;2393.74;26/07/2028;Lote massivo 02547, menu artesanal com feijao tropeiro
2570;3;Almondegas ao vapor com molho branco 02548;Jantar;12344;1205.88;07/11/2028;Lote massivo 02548, menu leve com arroz com lentilha
2571;3;Omelete acebolado com molho agridoce 02549;Almoço;21821;186.5;02/02/2029;Lote massivo 02549, menu tradicional com tabule
2572;3;Omelete empanado com molho madeira 02550;Jantar;9979;2378.52;05/10/2029;Lote massivo 02550, menu fit com macarrao integral
2573;3;Costela acebolado com molho agridoce 02551;Almoço;3500;2094.67;30/09/2026;Lote massivo 02551, menu artesanal com arroz vermelho
2574;3;Costela acebolado com curry suave 02552;Almoço;11550;960.68;03/06/2029;Lote massivo 02552, menu artesanal com batata-doce
2575;3;Abobora ao curry com paprica defumada 02553;Jantar;9368;1098.54;23/02/2028;Lote massivo 02553, menu economico com arroz vermelho
2576;3;Panqueca cozido com molho de mostarda 02554;Jantar;10211;1361.5;24/01/2031;Lote massivo 02554, menu caseiro com pure de mandioca
2577;3;Risoto assado com alho e limao 02555;Vegetariana;16706;1693.37;12/08/2025;Lote massivo 02555, menu economico com pure de mandioca
2578;3;Frango desfiado com molho branco 02556;Vegetariana;20797;1037.03;27/10/2024;Lote massivo 02556, menu artesanal com abobora e vagem
2579;3;Lombo suino refogado com molho de tomate 02557;Almoço;10763;1523.01;17/04/2028;Lote massivo 02557, menu caseiro com pure de batata
2580;3;Tofu com ervas com molho branco 02558;Almoço;20763;502.19;24/10/2026;Lote massivo 02558, menu executivo com quinoa e legumes
2581;3;Feijao refogado com curry suave 02559;Almoço;12084;573.09;03/08/2025;Lote massivo 02559, menu economico com arroz de couve-flor
2582;3;Frango recheado com molho de laranja 02560;Jantar;7356;703.83;19/12/2025;Lote massivo 02560, menu artesanal com tabule
2583;3;Lasanha ao vapor com molho de ervas 02561;Vegetariana;23390;2039.97;13/10/2025;Lote massivo 02561, menu tradicional com arroz integral e brocolis
2584;3;Atum com ervas com alho e limao 02562;Jantar;16727;2163.09;05/11/2028;Lote massivo 02562, menu executivo com macarrao integral
2585;3;Pernil ao curry com curry suave 02563;Jantar;7344;2103.08;30/04/2029;Lote massivo 02563, menu tradicional com batata-doce
2586;3;Risoto grelhado com molho branco 02564;Vegetariana;6934;928.07;07/05/2027;Lote massivo 02564, menu proteico com arroz de couve-flor
2587;3;Tofu a parmegiana com molho madeira 02565;Jantar;12784;1438.98;04/03/2026;Lote massivo 02565, menu caseiro com feijao tropeiro
2588;3;Omelete com ervas com molho barbecue 02566;Jantar;13041;1992.67;30/11/2027;Lote massivo 02566, menu caseiro com arroz vermelho
2589;3;Grao-de-bico recheado com molho madeira 02567;Vegetariana;23235;1968.44;01/02/2027;Lote massivo 02567, menu leve com arroz de couve-flor
2590;3;Escondidinho ao curry com curry suave 02568;Jantar;13761;1490.22;18/10/2027;Lote massivo 02568, menu tradicional com feijao tropeiro
2591;3;Almondegas empanado com cebola caramelizada 02569;Vegetariana;7801;433.4;20/11/2024;Lote massivo 02569, menu fit com abobora e vagem
2592;3;Tofu acebolado com alho e limao 02570;Almoço;5356;2049.94;23/05/2027;Lote massivo 02570, menu especial com quinoa e legumes
2593;3;Escondidinho xadrez com molho agridoce 02571;Almoço;10746;1021.42;30/12/2030;Lote massivo 02571, menu leve com feijao tropeiro
2594;3;Grao-de-bico assado com cebola caramelizada 02572;Jantar;9737;1379.62;12/09/2027;Lote massivo 02572, menu caseiro com pure de batata
2595;3;Tofu ao curry com molho barbecue 02573;Almoço;22347;2407.19;26/09/2029;Lote massivo 02573, menu economico com macarrao integral
2596;3;Atum recheado com alho e limao 02574;Vegetariana;24971;2219.02;26/06/2026;Lote massivo 02574, menu economico com feijao tropeiro
2597;3;Risoto grelhado com alho e limao 02575;Almoço;4862;171.16;20/04/2029;Lote massivo 02575, menu executivo com pure de batata
2598;3;Salmao com legumes com paprica defumada 02576;Jantar;7650;2469.72;19/08/2030;Lote massivo 02576, menu executivo com abobora e vagem
2599;3;Grao-de-bico cozido com molho branco 02577;Vegetariana;3664;1198.15;01/05/2030;Lote massivo 02577, menu executivo com arroz vermelho
2600;3;Omelete xadrez com molho agridoce 02578;Jantar;7824;2400.64;29/10/2029;Lote massivo 02578, menu proteico com arroz integral e brocolis
2601;3;Carne bovina gratinado com curry suave 02579;Vegetariana;4892;2301.86;01/07/2028;Lote massivo 02579, menu especial com arroz branco e feijao
2602;3;Carne bovina cozido com molho de mostarda 02580;Vegetariana;8447;1479.32;22/06/2029;Lote massivo 02580, menu fit com abobora e vagem
2603;3;Nhoque assado com molho branco 02581;Jantar;7187;899.46;03/07/2026;Lote massivo 02581, menu leve com pure de batata
2604;3;Nhoque desfiado com molho de ervas 02582;Jantar;2550;486.65;22/07/2026;Lote massivo 02582, menu artesanal com cuscuz marroquino
2605;3;Risoto cozido com molho branco 02583;Almoço;6346;1227.44;20/06/2025;Lote massivo 02583, menu executivo com macarrao integral
2606;3;Costela acebolado com molho branco 02584;Almoço;22574;207.76;17/11/2028;Lote massivo 02584, menu leve com arroz de couve-flor
2607;3;Almondegas a parmegiana com alho e limao 02585;Almoço;22961;206.88;03/08/2026;Lote massivo 02585, menu executivo com arroz branco e feijao
2608;3;Abobora ao curry com alho e limao 02586;Almoço;17599;1111.28;10/10/2027;Lote massivo 02586, menu artesanal com arroz branco e feijao
2609;3;Grao-de-bico com legumes com cebola caramelizada 02587;Vegetariana;9389;165.52;25/06/2030;Lote massivo 02587, menu fit com abobora e vagem
2610;3;Feijao acebolado com molho madeira 02588;Vegetariana;5376;1556.97;16/04/2025;Lote massivo 02588, menu premium com pure de mandioca
2611;3;Salmao xadrez com molho de laranja 02589;Jantar;3615;1287.21;10/09/2028;Lote massivo 02589, menu leve com quinoa e legumes
2612;3;Lombo suino com ervas com cebola caramelizada 02590;Vegetariana;7420;193.59;27/06/2028;Lote massivo 02590, menu tradicional com quinoa e legumes
2613;3;Frango assado com paprica defumada 02591;Vegetariana;3847;2253.95;13/03/2028;Lote massivo 02591, menu fit com macarrao integral
2614;3;Quinoa refogado com alho e limao 02592;Jantar;6560;1336.55;14/04/2029;Lote massivo 02592, menu proteico com pure de batata
2615;3;Grao-de-bico acebolado com curry suave 02593;Jantar;18910;685.28;27/11/2027;Lote massivo 02593, menu leve com macarrao integral
2616;3;Lombo suino a parmegiana com cebola caramelizada 02594;Jantar;22703;248.63;26/12/2027;Lote massivo 02594, menu executivo com arroz branco e feijao
2617;3;Panqueca ao vapor com molho barbecue 02595;Jantar;5781;598.79;22/07/2028;Lote massivo 02595, menu especial com pure de batata
2618;3;Tilapia xadrez com molho barbecue 02596;Jantar;8720;841.73;17/06/2029;Lote massivo 02596, menu economico com feijao tropeiro
2619;3;Salmao refogado com molho agridoce 02597;Jantar;11834;2253.28;25/05/2029;Lote massivo 02597, menu economico com legumes no vapor
2620;3;Costela desfiado com curry suave 02598;Jantar;24688;1489.66;15/08/2028;Lote massivo 02598, menu executivo com arroz de couve-flor
2621;3;Nhoque xadrez com molho branco 02599;Jantar;20622;340.54;23/08/2028;Lote massivo 02599, menu caseiro com macarrao integral
2622;3;Carne bovina cozido com molho de tomate 02600;Almoço;4925;220.27;25/08/2029;Lote massivo 02600, menu premium com arroz com lentilha
2623;3;Lentilha refogado com molho de ervas 02601;Almoço;6277;2122.7;10/07/2026;Lote massivo 02601, menu executivo com arroz integral e brocolis
2624;3;Lombo suino com legumes com molho de mostarda 02602;Vegetariana;13530;1208.33;27/01/2028;Lote massivo 02602, menu caseiro com farofa e vinagrete
2625;3;Nhoque ao vapor com paprica defumada 02603;Vegetariana;7865;268.09;22/06/2029;Lote massivo 02603, menu proteico com salada de graos
2626;3;Grao-de-bico com ervas com curry suave 02604;Almoço;15371;117.32;09/09/2026;Lote massivo 02604, menu leve com abobora e vagem
2627;3;Panqueca picante com paprica defumada 02605;Jantar;16252;696.53;15/10/2030;Lote massivo 02605, menu artesanal com batata-doce
2628;3;Grao-de-bico assado com molho de tomate 02606;Vegetariana;20735;1432.66;30/12/2027;Lote massivo 02606, menu proteico com arroz vermelho
2629;3;Feijao acebolado com alho e limao 02607;Almoço;22334;1452.85;15/09/2028;Lote massivo 02607, menu leve com quinoa e legumes
2630;3;Costela gratinado com curry suave 02608;Vegetariana;18090;1602.21;05/07/2026;Lote massivo 02608, menu especial com cuscuz marroquino
2631;3;Frango gratinado com molho agridoce 02609;Jantar;6690;1677.95;30/10/2024;Lote massivo 02609, menu tradicional com farofa e vinagrete
2632;3;Escondidinho assado com molho de ervas 02610;Jantar;15652;2372.12;02/03/2026;Lote massivo 02610, menu tradicional com macarrao integral
2633;3;Berinjela com legumes com curry suave 02611;Almoço;7000;420.51;29/04/2029;Lote massivo 02611, menu premium com abobora e vagem
2634;3;Lombo suino com legumes com molho agridoce 02612;Almoço;18729;1878.19;04/10/2028;Lote massivo 02612, menu economico com farofa e vinagrete
2635;3;Panqueca ao vapor com alho e limao 02613;Jantar;5793;634.55;12/04/2030;Lote massivo 02613, menu especial com arroz com lentilha
2636;3;Costela ao vapor com alho e limao 02614;Vegetariana;1029;1641.54;06/01/2026;Lote massivo 02614, menu proteico com legumes no vapor
2637;3;Cogumelos empanado com paprica defumada 02615;Jantar;12367;1846.09;20/03/2028;Lote massivo 02615, menu executivo com quinoa e legumes
2638;3;Quinoa ao curry com paprica defumada 02616;Almoço;9388;769.06;25/10/2029;Lote massivo 02616, menu artesanal com arroz integral e brocolis
2639;3;Almondegas com ervas com cebola caramelizada 02617;Almoço;18948;582.85;01/08/2027;Lote massivo 02617, menu economico com arroz vermelho
2640;3;Carne bovina ao vapor com molho branco 02618;Almoço;22634;1763.0;17/08/2026;Lote massivo 02618, menu economico com arroz vermelho
2641;3;Tofu xadrez com molho madeira 02619;Vegetariana;17421;792.53;22/09/2025;Lote massivo 02619, menu leve com cuscuz marroquino
2642;3;Lombo suino desfiado com paprica defumada 02620;Jantar;16518;489.77;23/03/2026;Lote massivo 02620, menu premium com feijao tropeiro
2643;3;Tofu xadrez com molho barbecue 02621;Almoço;19209;2114.34;30/09/2029;Lote massivo 02621, menu artesanal com batata-doce
2644;3;Lentilha ao curry com molho de tomate 02622;Vegetariana;17936;955.63;28/02/2026;Lote massivo 02622, menu fit com arroz branco e feijao
2645;3;Quinoa a parmegiana com molho barbecue 02623;Vegetariana;2136;1965.67;13/02/2027;Lote massivo 02623, menu artesanal com polenta cremosa
2646;3;Nhoque a parmegiana com alho e limao 02624;Vegetariana;12884;1199.97;18/08/2025;Lote massivo 02624, menu executivo com batata-doce
2647;3;Costela com legumes com cebola caramelizada 02625;Jantar;14335;550.0;20/01/2027;Lote massivo 02625, menu especial com salada de graos
2648;3;Pernil grelhado com molho branco 02626;Vegetariana;3848;2199.38;18/09/2026;Lote massivo 02626, menu proteico com macarrao integral
2649;3;Abobora com legumes com molho de mostarda 02627;Jantar;21551;1015.69;01/01/2029;Lote massivo 02627, menu premium com farofa e vinagrete
2650;3;Salmao refogado com paprica defumada 02628;Jantar;18593;2336.52;28/01/2027;Lote massivo 02628, menu proteico com feijao tropeiro
2651;3;Abobora desfiado com molho de ervas 02629;Vegetariana;15396;119.07;05/09/2030;Lote massivo 02629, menu fit com arroz integral e brocolis
2652;3;Lasanha cozido com alho e limao 02630;Vegetariana;3536;588.75;23/08/2027;Lote massivo 02630, menu tradicional com tabule
2653;3;Abobora acebolado com curry suave 02631;Jantar;6401;355.93;30/08/2027;Lote massivo 02631, menu proteico com polenta cremosa
2654;3;Carne bovina com ervas com molho branco 02632;Vegetariana;16179;2227.84;22/10/2027;Lote massivo 02632, menu executivo com arroz branco e feijao
2655;3;Panqueca gratinado com molho madeira 02633;Almoço;6935;180.48;06/04/2027;Lote massivo 02633, menu fit com legumes no vapor
2656;3;Abobora assado com molho de tomate 02634;Vegetariana;12284;1455.34;10/04/2026;Lote massivo 02634, menu especial com farofa e vinagrete
2657;3;Quinoa refogado com molho de tomate 02635;Jantar;15316;2022.25;14/05/2026;Lote massivo 02635, menu leve com macarrao integral
2658;3;Feijao recheado com cebola caramelizada 02636;Jantar;4756;988.29;15/06/2025;Lote massivo 02636, menu economico com cuscuz marroquino
2659;3;Frango ao vapor com curry suave 02637;Almoço;18702;967.61;27/05/2028;Lote massivo 02637, menu premium com arroz com lentilha
2660;3;Atum com ervas com curry suave 02638;Almoço;2431;1786.48;12/02/2026;Lote massivo 02638, menu fit com farofa e vinagrete
2661;3;Lasanha assado com molho barbecue 02639;Jantar;13580;63.77;31/07/2025;Lote massivo 02639, menu executivo com arroz vermelho
2662;3;Panqueca gratinado com paprica defumada 02640;Almoço;18229;1694.45;12/09/2026;Lote massivo 02640, menu premium com arroz integral e brocolis
2663;3;Escondidinho gratinado com molho barbecue 02641;Vegetariana;23941;1367.48;15/02/2025;Lote massivo 02641, menu tradicional com salada de graos
2664;3;Tilapia desfiado com paprica defumada 02642;Jantar;17362;2412.74;11/06/2029;Lote massivo 02642, menu caseiro com pure de mandioca
2665;3;Carne bovina empanado com molho de tomate 02643;Vegetariana;3454;2452.96;17/02/2028;Lote massivo 02643, menu proteico com arroz vermelho
2666;3;Salmao cozido com molho agridoce 02644;Almoço;7569;2346.36;01/05/2026;Lote massivo 02644, menu executivo com arroz com lentilha
2667;3;Tilapia ao curry com molho de mostarda 02645;Vegetariana;14243;1229.4;29/03/2028;Lote massivo 02645, menu proteico com batata-doce
2668;3;Panqueca cozido com molho de tomate 02646;Jantar;4563;984.32;15/05/2026;Lote massivo 02646, menu leve com arroz integral e brocolis
